timestamp;faixa_etaria;situacao_profissional;renda_mensal;controla_gastos;como_controla_gastos;freq_registro_gastos;ultrapassa_orcamento;planeja_gastos;tem_reserva_emergencia;faz_investimento;tipo_investimento;nota_educ_financeira;interesse_aprender;fez_curso_financas;fontes_informacao;educ_financeira_escola;se_sim_o_quao_eficiente_voce_sentiu_que_foram_essas_aulas_nao_responda_caso_nao_tenha_tido_aulas;sente_falta_educ;acredita_ferramentas_digitais;entende_conceitos_basicos;temas_dificeis;dificuldade_aprendizado;usou_app_financeiro;se_sim_qual_foi_sua_experiencia_nao_responda_caso_nao_tenha_tido_experiencia;desejo_sistema;formato_aprendizado;maior_dificuldade_dinheiro;dashboard_ajudaria;tipo_ajuda_util;esta_inadimplente;tipos_pendencias;freq_dificuldade_pagamento;voce_teria_interesse_em_usar_um_app_site_de_controle_financeiro_que_alem_de_organizar_seus_gastos_tambem_ofereca_conteudos_e_orientacoes_para_melhorar_sua_educacao_financeira
2026-05-05 22:12:58;18 A 24 Anos;Estudante;Até 1 Salário Mínimo;Às vezes;Planilhas;Raramente;Frequentemente;Possuo renda mas não planejo;Não;Não;Não se aplica;2;Sim;Não;Youtube, Redes Sociais;Não;Não se aplica;Sim;Sim;Parcialmente;Controle de gastos, Investimentos, Planejamento financeiro;O pouco contanto com o dinheiro e ações que façam eu ter de me aproximar mais de tal, por conta da idade. Porém daqui poucos anos essa falta de aprendizado fará falta. ;Não;Não se aplica;Aonde que vão os meus gastos ;Vídeos, Aplicativos, Cursos online;Controlar gastos, Entender finanças;Sim;Gráficos e visualização de gastos;Não;Cartão de crédito;Nunca;Sim
2026-05-05 22:19:41;18 A 24 Anos;Empregado (Clt);2 A 5 Salários Mínimos;Sim;De cabeça mesmo;Diariamente;Raramente;Sempre;Sim;Sim;Renda fixa;4;Talvez;Sim;Youtube, Bancos, Redes Sociais, Cursos Online;Sim;3.0;Parcialmente;Sim;Sim, bem;Investimentos, Juros;.;Não;Não se aplica;Metados que eu não conseguiria achar ou pensar sem ser utilizado a plataforma.;Aplicativos, Cursos online, Artigos, Livros que falem sobre a doutrina.;.;Talvez;Gráficos e visualização de gastos;Não;Não possuo pendências;Nunca;Sim
2026-05-05 22:24:12;18 A 24 Anos;Empresário;1 A 2 Salários Mínimos;Sim;Aplicativos;Semanalmente;Frequentemente;Às vezes;Estou Construindo;Não;Não se aplica;3;Sim;Não;Youtube, Redes Sociais;Não;Não se aplica;Sim;Sim;Sim, bem;Investimentos;Tenho dificuldade em entender os tipos de investimento e o receio de realizar escolhas equivocadas.;Sim;3.0;Facilidade, personalização.;Vídeos, Aplicativos, Redes sociais;Controlar gastos, Economizar, Planejar o mês;Sim;Alertas de limite;Não;Cartão de crédito, Financiamentos (carros, casa, etc.);Às vezes;Sim
2026-05-05 22:29:49;18 A 24 Anos;Estagiário;Até 1 Salário Mínimo;Às vezes;Não controlo;Raramente;Nunca;Raramente;Sim;Sim;Caixinha do nubank;3;Sim;Sim;Youtube, Redes Sociais;Sim;2.0;Sim;Sim;Parcialmente;Investimentos, Juros;Não se aplica;Não;Não se aplica;Como controlar gastos;Vídeos, Aplicativos;Controlar gastos, Planejar o mês;Sim;Gráficos e visualização de gastos;Não;Não possuo pendências;Raramente;Sim
2026-05-05 22:31:57;18 A 24 Anos;Estudante;Não Possuo Renda Fixa;Sim;Anotações (caderno/bloco de notas);Semanalmente;Às vezes;Sempre;Estou Construindo;Não;Não se aplica;3;Talvez;Não;Não busco informações;Sim;2.0;Sim;Sim;Parcialmente;Investimentos;Não se aplica;Não;Não se aplica;Não se aplica;Vídeos;Economizar;Sim;Gráficos e visualização de gastos;Não;Não possuo pendências;Nunca;Não
2026-05-05 22:39:50;45 Ou Mais;Empregado (Clt);Mais De 5 Salários Mínimos;Às vezes;Não controlo;Não registro;Raramente;Às vezes;Sim;Sim;Cdb;3;Sim;Sim;Redes Sociais;Não;Não se aplica;Sim;Sim;Sim, bem;Investimentos, Planejamento financeiro;Tempo;Não;Não se aplica;Não se aplica;Vídeos, Aplicativos, Cursos online;Planejar o mês, Entender finanças;Talvez;Alertas de limite;Não;Não possuo pendências;Nunca;Talvez
2026-05-05 23:54:33;18 A 24 Anos;Autônomo / Freelancer;1 A 2 Salários Mínimos;Às vezes;Anotações (caderno/bloco de notas);Raramente;Às vezes;Raramente;Sim;Não;Não se aplica;3;Sim;Não;Não busco informações;Não;Não se aplica;Sim;Sim;Sim, bem;Controle de gastos, Investimentos, Planejamento financeiro;Não se aplica;Não;Não se aplica;Não se aplica;Vídeos, Aplicativos, Redes sociais;Controlar gastos, Economizar, Entender finanças;Não sei o que é dashboard;Conteúdos educativos;Não;Não possuo pendências;Nunca;Sim
2026-05-06 07:19:38;18 A 24 Anos;Estagiário;2 A 5 Salários Mínimos;Sim;Planilhas;Diariamente;Raramente;Às vezes;Estou Construindo;Sim;Não se aplica;3;Sim;Sim;Youtube, Redes Sociais;Sim;1.0;Parcialmente;Sim;Parcialmente;Investimentos, Imposto;Não se aplica;Sim;4.0;Gráfico com saídas e entradas ;Vídeos, Redes sociais;Controlar gastos, Entender finanças;Sim;Gráficos e visualização de gastos;Não;Não possuo pendências;Nunca;Sim
2026-05-06 07:37:18;18 A 24 Anos;Estudante;Não Possuo Renda Fixa;Às vezes;Aplicativos;Não registro;Às vezes;Não possuo renda fixa, portanto não planejo;Não;Sim;Não se aplica;3;Sim;Não;Não busco informações;Não;Não se aplica;Sim;Sim;Parcialmente;Controle de gastos, Planejamento financeiro, Juros;Não se aplica;Não;Não se aplica;Não se aplica;Vídeos, Aplicativos;Economizar, Planejar o mês, Entender finanças;Não sei o que é dashboard;Planejamento automático;Não;Não possuo pendências;Nunca;Sim
2026-05-06 08:02:03;18 A 24 Anos;Empregado (Clt);1 A 2 Salários Mínimos;Sim;Planilhas;Raramente;Raramente;Sempre;Estou Construindo;Não;Não se aplica;3;Sim;Sim;Youtube;Não;Não se aplica;Sim;Sim;Parcialmente;Investimentos;Conteúdo assertivo. Há muito Conteúdo na Internet, mas muitas vezes não é fácil achar sobre minha situação atual. Algo mais personalizado podemos dizer, mas não necessariamente contratando um consultor financeiro .;Não;Não se aplica;Graficos, dicas diarias, inspirações de quem manja do assunto e notificações lembretes.;Aplicativos, Artigos;Economizar, Planejar o mês;Sim;Alertas de limite;Não;Não possuo pendências;Raramente;Sim
2026-05-06 08:04:37;18 A 24 Anos;Estudante;Não Possuo Renda Fixa;Sim;De cabeça ;Não registro;Raramente;Não possuo renda fixa, portanto não planejo;Não;Não;Não se aplica;2;Sim;Sim;Youtube, Redes Sociais, Cursos Online;Não;Não se aplica;Sim;Talvez;Parcialmente;Investimentos;Não se aplica;Não;Não se aplica;Não se aplica;Vídeos, Cursos online, Redes sociais;Ganhar;Talvez;Planejamento automático;Prefiro Não Responder;Não possuo pendências;Nunca;Sim
2026-05-06 08:08:08;18 A 24 Anos;Estudante;Não Possuo Renda Fixa;Às vezes;Aplicativos;Não registro;Não tenho orçamento mensal;Não possuo renda fixa, portanto não planejo;Não;Não;Não. ;4;Sim;Sim;Bancos, Redes Sociais;Sim;3.0;Sim;Sim;Sim, bem;Investimentos, Juros;A falta de uma renda para colocar em prática. ;Sim;3.0;Projeção dos meus investimentos antes de investir e após investir, caixinhas para fazer poupanças, definições de orçamentos para cada mês. ;Vídeos, Artigos, Redes sociais;Controlar gastos, Planejar o mês, Entender finanças;Sim;Gráficos e visualização de gastos;Não;Não possuo pendências;Às vezes;Talvez
2026-05-06 08:11:35;18 A 24 Anos;Estudante;Não Possuo Renda Fixa;Sim;Anotações (caderno/bloco de notas);Raramente;Raramente;Às vezes;Sim;Sim;Porquinho, no inter ;3;Sim;Não;Não busco informações;Sim;2.0;Não;Sim;Parcialmente;Investimentos, Juros;Não se aplica;Não;Não se aplica;Não se aplica;Vídeos, Aplicativos, Cursos online, Artigos, Redes sociais;Controlar gastos;Sim;Alertas de limite;Não;Não possuo pendências;Não pago contas;Sim
2026-05-06 08:36:37;18 A 24 Anos;Estagiário;Até 1 Salário Mínimo;Não;Não controlo;Não registro;Raramente;Possuo renda mas não planejo;Não;Não;Não se aplica;2;Sim;Não;Não busco informações;Não;Não se aplica;Sim;Sim;Muito pouco;Investimentos, Planejamento financeiro;Não se aplica;Não;Não se aplica;Acho q graficos q mostrem onde mais foi gasto o dinheiro no mês.;Vídeos, Aplicativos;Controlar gastos;Sim;Gráficos e visualização de gastos;Não;Não possuo pendências;Nunca;Sim
2026-05-06 08:38:06;18 A 24 Anos;Empregado Sem Vinculo Empregativo;1 A 2 Salários Mínimos;Não;Não controlo;Raramente;Raramente;Raramente;Não;Não;Não se aplica;2;Sim;Não;Youtube, Bancos, Redes Sociais;Sim;1.0;Sim;Sim;Parcialmente;Controle de gastos, Planejamento financeiro, Juros;Não se aplica;Não;Não se aplica;Não se aplica;Aplicativos;Controlar gastos, Economizar;Sim;Gráficos e visualização de gastos;Não;Não possuo pendências;Raramente;Sim
2026-05-06 08:40:58;18 A 24 Anos;Estudante;Até 1 Salário Mínimo;Sim;Anotações (caderno/bloco de notas);Raramente;Raramente;Às vezes;Sim;Sim;Em dolar e em renda variavel;4;Sim;Sim;Youtube;Não;Não se aplica;Parcialmente;Sim;Parcialmente;Investimentos;Não se aplica;Sim;2.0;Sistema adaptável para cada pessoa;Vídeos, Aplicativos;Entender finanças;Talvez;Conteúdos educativos;Não;Não possuo pendências;Nunca;Sim
2026-05-06 08:50:27;18 A 24 Anos;Autônomo / Freelancer;Não Possuo Renda Fixa;Sim;Não controlo;Raramente;Não tenho orçamento mensal;Não possuo renda fixa, portanto não planejo;Estou Construindo;Não;Não se aplica;3;Sim;Sim;Youtube, Cursos Online;Sim;2.0;Parcialmente;Sim;Parcialmente;Investimentos, Planejamento financeiro;Ter tempo para se dedicar;Não;Não se aplica;Não se aplica;Vídeos;Entender finanças;Talvez;Conteúdos educativos;Não;Não possuo pendências;Nunca;Sim
2026-05-06 09:00:34;18 A 24 Anos;Estudante;Até 1 Salário Mínimo;Sim;Anotações (caderno/bloco de notas);Raramente;Às vezes;Às vezes;Sim;Sim;Tesouro direto e outros ;3;Sim;Não;Youtube, Bancos, Redes Sociais;Sim;1.0;Parcialmente;Sim;Parcialmente;Investimentos;Não se aplica;Não;Não se aplica;Não se aplica;Aplicativos;Controlar gastos;Sim;Gráficos e visualização de gastos;Não;Empréstimos pessoais;Raramente;Talvez
2026-05-06 09:05:43;25 A 34 Anos;Desempregado;Até 1 Salário Mínimo;Não;Não controlo;Raramente;Nunca;Não possuo renda fixa, portanto não planejo;Estou Construindo;Sim;LCI, CDB, os que o banco oferece ;4;Sim;Não;Youtube, Bancos;Não;Não se aplica;Sim;Sim;Muito pouco;tudo.;Disciplina;Não;Não se aplica;Não se aplica;Vídeos, Aplicativos, Cursos online;ter a noção do valor do dinheiro.;Talvez;Planejamento automático;Não;Não possuo pendências;Nunca;Talvez
2026-05-06 09:09:54;18 A 24 Anos;Estudante;Até 1 Salário Mínimo;Sim;Planilhas;Semanalmente;Nunca;Às vezes;Sim;Não;Não se aplica;3;Sim;Sim;Youtube;Não;Não se aplica;Não;Sim;Parcialmente;Planejamento financeiro, Juros;Não se aplica;Não;Não se aplica;Não se aplica;Vídeos, Artigos;Economizar;Sim;Gráficos e visualização de gastos;Não;Não possuo pendências;Não pago contas;Não
2026-05-06 09:31:27;18 A 24 Anos;Estagiário;1 A 2 Salários Mínimos;Não;Não controlo;Não registro;Frequentemente;Sempre;Sim;Sim;Renda Fixa, Renda variável, tesouro direto, criptomoeda;4;Sim;Sim;Youtube, Cursos Online;Sim;2.0;Parcialmente;Sim;Sim, bem;Controle de gastos, Investimentos, Planejamento financeiro, Dívidas, Juros;falta de tempo e dinheiro pra “praticar” pra poder aprender;Não;2.0;facilidades que os outros nao tem ;Vídeos, Aplicativos, Cursos online, algo gameficado;Controlar gastos, Economizar, Planejar o mês, Entender finanças;Sim;Planejamento automático;Sim, Com Uma Pendência;Cartão de crédito;Nunca;Sim
2026-05-06 09:50:54;18 A 24 Anos;Estudante;Não Possuo Renda Fixa;Não;Não controlo;Não registro;Não tenho orçamento mensal;Não possuo renda fixa, portanto não planejo;Sim;Sim;Tesouro Direto;3;Sim;Sim;Youtube, Cursos Online;Não;Não se aplica;Sim;Sim;Parcialmente;Investimentos, Dívidas;Falta de ir atrás de aprender;Não;Não se aplica;Simplicidade e eficácia ;Vídeos, Cursos online;Planejar o mês;Sim;Gráficos e visualização de gastos;Não;Não possuo pendências;Não pago contas;Talvez
2026-05-06 10:20:23;18 A 24 Anos;Estagiário;1 A 2 Salários Mínimos;Sim;Consciência ;Raramente;Raramente;Sempre;Sim;Sim;Não se aplica;3;Sim;Não;Youtube;Não;Não se aplica;Sim;Sim;Parcialmente;Investimentos;Não se aplica;Não;Não se aplica;Não se aplica;Vídeos, Redes sociais;Entender finanças;Sim;Gráficos e visualização de gastos;Não;Não possuo pendências;Raramente;Talvez
2026-05-06 10:45:11;18 A 24 Anos;Empregado (Clt);Até 1 Salário Mínimo;Não;Não controlo;Raramente;Raramente;Sempre;Estou Construindo;Não;Não se aplica;3;Sim;Não;Youtube;Sim;2.0;Sim;Sim;Parcialmente;Controle de gastos;Não se aplica;Não;Não se aplica;Não se aplica;Vídeos, Artigos, Redes sociais;Controlar gastos, Economizar;Talvez;Gráficos e visualização de gastos;Sim, Com Uma Pendência;Cartão de crédito;Nunca;Sim
2026-05-06 10:56:03;18 A 24 Anos;Estudante;Não Possuo Renda Fixa;Sim;Anotações (caderno/bloco de notas);Raramente;Às vezes;Não possuo renda fixa, portanto não planejo;Não;Não;Não se aplica;3;Sim;Sim;Youtube, Cursos Online;Não;Não se aplica;Sim;Sim;Muito pouco;Investimentos, Dívidas, Juros;Ter que estudar sozinho, autodidata perdido;Não;Não se aplica;Não se aplica;Vídeos, Aplicativos;Entender finanças;Sim;Conteúdos educativos;Não;Não possuo pendências;Não pago contas;Sim
2026-05-06 11:12:38;18 A 24 Anos;Estagiário;1 A 2 Salários Mínimos;Sim;Aplicativos;Raramente;Raramente;Às vezes;Estou Construindo;Sim;CDB ;4;Sim;Sim;Youtube;Não;Não se aplica;Parcialmente;Sim;Sim, bem;Planejamento financeiro;Nada dificulta ;Não;Não se aplica;Fácil de usar;Vídeos;Economizar;Talvez;Gráficos e visualização de gastos;Não;Cartão de crédito;Raramente;Sim
2026-05-06 11:36:09;18 A 24 Anos;Estudante;Não Possuo Renda Fixa;Sim;mentalmente;Diariamente;Nunca;Raramente;Estou Construindo;Não;Não se aplica;3;Sim;Não;Youtube;Não;Não se aplica;Não;Sim;Muito pouco;Investimentos, Dívidas, Juros;Não se aplica;Não;Não se aplica;"deixar bem claro o quanto eu ja gastei para eu sentir ""medo"" de gastar mais.";Vídeos, Aplicativos, Cursos online;Planejar o mês, Entender finanças;Não sei o que é dashboard;Gráficos e visualização de gastos;Não;Não possuo pendências;Não pago contas;Sim
2026-05-06 11:48:14;18 A 24 Anos;Estagiário;1 A 2 Salários Mínimos;Sim;Anotações (caderno/bloco de notas);Semanalmente;Às vezes;Às vezes;Sim;Sim;Renda fixa cdb;4;Talvez;Sim;Youtube, Cursos Online;Sim;1.0;Sim;Sim;Sim, bem;Planejamento financeiro;Não se aplica;Não;Não se aplica;Não se aplica;Vídeos, Aplicativos;Círculo social;Talvez;Alertas de limite;Não;Não possuo pendências;Nunca;Não
2026-05-06 11:59:26;45 Ou Mais;Autônomo / Freelancer;Mais De 5 Salários Mínimos;Sim;Planilhas;Diariamente;Frequentemente;Raramente;Estou Construindo;Não;Não se aplica;3;Sim;Não;Não busco informações;Não;Não se aplica;Parcialmente;Sim;Parcialmente;Investimentos, Planejamento financeiro;tempo;Não;Não se aplica;Não se aplica;Vídeos, Aplicativos, Cursos online;Controlar gastos, Economizar;Sim;Alertas de limite;Não;Não possuo pendências;Raramente;Sim
2026-05-06 15:58:13;Menos De 18 Anos;Estudante;Não Possuo Renda Fixa;Às vezes;Anotações (caderno/bloco de notas);Não registro;Não tenho orçamento mensal;Sempre;Estou Construindo;Não;Não se aplica;2;Sim;Não;Não busco informações;Sim;1.0;Sim;Sim;Muito pouco;Investimentos, Dívidas, Juros;Não se aplica;Não;Não se aplica;Não se aplica;Vídeos, Artigos, Redes sociais;Entender finanças;Sim;Conteúdos educativos;Não;Não possuo pendências;Não pago contas;Talvez
2026-05-06 16:03:34;35 A 44 Anos;Militar;Mais De 5 Salários Mínimos;Sim;Planilhas;Semanalmente;Frequentemente;Às vezes;Estou Construindo;Sim;renda fixa;3;Talvez;Não;Youtube;Não;Não se aplica;Sim;Sim;Parcialmente;Juros;falta de tempo;Não;Não se aplica;Não se aplica;Vídeos;Controlar gastos, Economizar;Sim;Gráficos e visualização de gastos;Não;Cartão de crédito, Financiamentos (carros, casa, etc.);Às vezes;Talvez
2026-05-06 16:11:20;25 A 34 Anos;Empregado (Clt);2 A 5 Salários Mínimos;Às vezes;Planilhas;Semanalmente;Frequentemente;Sempre;Não;Sim;Renda passiva - CDB ;3;Sim;Não;Youtube, Redes Sociais;Não;Não se aplica;Sim;Sim;Muito pouco;Controle de gastos, Investimentos, Planejamento financeiro, Juros;Não se aplica;Não;Não se aplica;Melhor abordagem a seguir, e especialmente praticidade diária;Artigos;Controlar gastos, Economizar, Planejar o mês, Entender finanças;Sim;Gráficos e visualização de gastos;Sim, Com Mais De Uma Pendência;Cartão de crédito, Empréstimos pessoais, Contas básicas (águas, luz, internet);Às vezes;Sim
2026-05-06 16:47:46;25 A 34 Anos;Estudante;Mais De 5 Salários Mínimos;Sim;Planilhas;Semanalmente;Às vezes;Raramente;Sim;Não;Não se aplica;3;Sim;Não;Youtube, Redes Sociais;Sim;2.0;Sim;Não;Sim, bem;Planejamento financeiro;Vontade e necessidade ;Não;Não se aplica;Controle com dados customizados ao meu perfil ;Artigos;Controlar gastos;Sim;Gráficos e visualização de gastos;Não;Cartão de crédito;Nunca;Sim
2026-05-06 17:09:38;18 A 24 Anos;Estudante;Mais De 5 Salários Mínimos;Sim;Aplicativos;Semanalmente;Raramente;Sempre;Sim;Não;Não se aplica;3;Sim;Sim;Youtube, Redes Sociais, Cursos Online;Sim;3.0;Sim;Sim;Parcialmente;Investimentos;Não se aplica;Sim;2.0;Não se aplica;Aplicativos;Controlar gastos;Talvez;Conteúdos educativos;Sim, Com Uma Pendência;Empréstimos pessoais;Raramente;Sim
2026-05-06 17:56:40;18 A 24 Anos;Estudante;Até 1 Salário Mínimo;Sim;Planilhas;Semanalmente;Às vezes;Sempre;Sim;Não;Não se aplica;3;Sim;Sim;Youtube;Não;2.0;Sim;Talvez;Sim, bem;Investimentos, Planejamento financeiro, Juros;Não se aplica;Sim;2.0;Não se aplica;Vídeos, Artigos;Planejar o mês, Entender finanças;Talvez;Alertas de limite;Prefiro Não Responder;Cartão de crédito, Contas básicas (águas, luz, internet);Às vezes;Talvez
2026-05-06 18:17:18;25 A 34 Anos;Empregado (Clt);Mais De 5 Salários Mínimos;Sim;Planilhas;Semanalmente;Raramente;Sempre;Sim;Sim;Tezouro direto e imboliario;3;Sim;Não;Youtube, Bancos, Redes Sociais, Cursos Online;Não;Não se aplica;Sim;Sim;Sim, bem;Conhecimentos globais de investimento;Nao sei;Sim;2.0;Praticidade, uma opcao bem grande pra adicionar gasto rapido, talvez até um widget na telaprincipal ;Artigos;Entender finanças;Sim;Gráficos e visualização de gastos;Não;Não possuo pendências;Nunca;Sim
2026-05-06 23:40:17;18 A 24 Anos;Empregado (Clt);1 A 2 Salários Mínimos;Sim;eu uso os cofrinhos do meu banco;Não registro;Raramente;Sempre;Sim;Sim;Eu invisto no CDB;4;Sim;Sim;Youtube, Bancos, Redes Sociais;Não;Não se aplica;Sim;Sim;Parcialmente;Investimentos, imposto de renda;Eu me disponibilizar para ir atras de aprender;Não;Não se aplica;Explicações de como esse dinheiro vai aumentar e voltar para mim;Vídeos, Aplicativos;Controlar gastos, Planejar o mês;Sim;Planejamento automático;Sim, Com Uma Pendência;Cartão de crédito, Empréstimos pessoais;Às vezes;Sim
